,Pair 1,,,Pair 2,
,7170,3.65,,7170,4.14
,7172,3.65,,7172,4.14
,7174,3.66,,7174,4.14
,7176,3.65,,7176,4.15
,7178,3.66,,7178,4.15
,7180,3.66,,7180,4.15
,7182,3.66,,7182,4.15
,7184,3.65,,7184,4.14
,7186,3.66,,7186,4.14
,7188,3.66,,7188,4.15
,7190,3.66,,7190,4.14
,7192,3.65,,7192,4.15
,7194,3.65,,7194,4.15
,7196,3.65,,7196,4.15
,7198,3.67,,7198,4.16
,7200,3.67,,7200,4.15
,7202,3.66,,7202,4.15
,7204,3.66,,7204,4.15
,7206,3.67,,7206,4.15
,7208,3.67,,7208,4.16
,7210,3.66,,7210,4.14
,7212,3.66,,7212,4.14
,7214,3.66,,7214,4.15
,7216,3.65,,7216,4.15
,7218,3.66,,7218,4.15
,7220,3.66,,7220,4.15
,7222,3.67,,7222,4.15
,7224,3.66,,7224,4.15
,7226,3.66,,7226,4.15
,7228,3.66,,7228,4.15
,7230,3.67,,7230,4.15
,7232,3.66,,7232,4.14
,7234,3.67,,7234,4.15
,7236,3.67,,7236,4.16
,7238,3.66,,7238,4.15
,7240,3.67,,7240,4.15
,7242,3.67,,7242,4.15
,7244,3.67,,7244,4.15
,7246,3.67,,7246,4.16
,7248,3.67,,7248,4.16
,7250,3.68,,7250,4.17
,7252,3.68,,7252,4.16
,7254,3.67,,7254,4.16
,7256,3.66,,7256,4.16
,7258,3.69,,7258,4.17
,7260,3.69,,7260,4.15
,7262,3.67,,7262,4.16
,7264,3.67,,7264,4.15
,7266,3.67,,7266,4.15
,7268,3.67,,7268,4.16
,7270,3.68,,7270,4.17
,7272,3.67,,7272,4.16
,7274,3.67,,7274,4.16
,7276,3.68,,7276,4.17
,7278,3.67,,7278,4.17
,7280,3.68,,7280,4.16
,7282,3.68,,7282,4.16
,7284,3.67,,7284,4.17
,7286,3.67,,7286,4.15
,7288,3.69,,7288,4.16
,7290,3.66,,7290,4.17
,7292,3.67,,7292,4.16
,7294,3.68,,7294,4.16
,7296,3.68,,7296,4.17
,7298,3.68,,7298,4.16
,7300,3.69,,7300,4.16
,7302,3.68,,7302,4.16
,7304,3.69,,7304,4.17
,7306,3.69,,7306,4.16
,7308,3.67,,7308,4.17
,7310,3.69,,7310,4.16
,7312,3.69,,7312,4.16
,7314,3.69,,7314,4.17
,7316,3.68,,7316,4.17
,7318,3.68,,7318,4.18
,7320,3.68,,7320,4.17
,7322,3.69,,7322,4.16
,7324,3.68,,7324,4.17
,7326,3.69,,7326,4.17
,7328,3.69,,7328,4.18
,7330,3.69,,7330,4.18
,7332,3.69,,7332,4.17
,7334,3.69,,7334,4.18
,7336,3.69,,7336,4.16
,7338,3.69,,7338,4.16
,7340,3.69,,7340,4.16
,7342,3.7,,7342,4.16
,7344,3.7,,7344,4.17
,7346,3.68,,7346,4.16
,7348,3.68,,7348,4.17
,7350,3.69,,7350,4.17
,7352,3.68,,7352,4.17
,7354,3.69,,7354,4.17
,7356,3.69,,7356,4.17
,7358,3.69,,7358,4.17
,7360,3.69,,7360,4.18
,7362,3.69,,7362,4.18
,7364,3.69,,7364,4.17
,7366,3.69,,7366,4.17
,7368,3.7,,7368,4.17
,7370,3.7,,7370,4.17
,7372,3.7,,7372,4.17
,7374,3.69,,7374,4.18
,7376,3.71,,7376,4.18
,7378,3.7,,7378,4.18
,7380,3.7,,7380,4.17
,7382,3.7,,7382,4.17
,7384,3.69,,7384,4.18
,7386,3.69,,7386,4.19
,7388,3.7,,7388,4.18
,7390,3.7,,7390,4.18
,7392,3.71,,7392,4.18
,7394,3.7,,7394,4.18
,7396,3.7,,7396,4.18
,7398,3.71,,7398,4.17
,7400,3.71,,7400,4.18
,7402,3.72,,7402,4.18
,7404,3.7,,7404,4.18
,7406,3.71,,7406,4.17
,7408,3.71,,7408,4.17
,7410,3.71,,7410,4.19
,7412,3.7,,7412,4.17
,7414,3.71,,7414,4.17
,7416,3.72,,7416,4.18
,7418,3.7,,7418,4.19
,7420,3.7,,7420,4.18
,7422,3.71,,7422,4.18
,7424,3.7,,7424,4.18
,7426,3.72,,7426,4.17
,7428,3.71,,7428,4.18
,7430,3.72,,7430,4.18
,7432,3.71,,7432,4.17
,7434,3.71,,7434,4.18
,7436,3.71,,7436,4.18
,7438,3.69,,7438,4.18
,7440,3.7,,7440,4.17
,7442,3.7,,7442,4.18
,7444,3.7,,7444,4.17
,7446,3.7,,7446,4.19
,7448,3.7,,7448,4.17
,7450,3.7,,7450,4.18
,7452,3.71,,7452,4.19
,7454,3.71,,7454,4.17
,7456,3.72,,7456,4.17
,7458,3.72,,7458,4.18
,7460,3.72,,7460,4.17
,7462,3.71,,7462,4.18
,7464,3.72,,7464,4.16
,7466,3.71,,7466,4.17
,7468,3.71,,7468,4.17
,7470,3.71,,7470,4.17
,7472,3.71,,7472,4.16
,7474,3.72,,7474,4.18
,7476,3.73,,7476,4.18
,7478,3.73,,7478,4.18
,7480,3.73,,7480,4.18
,7482,3.72,,7482,4.18
,7484,3.73,,7484,4.17
,7486,3.72,,7486,4.18
,7488,3.73,,7488,4.18
,7490,3.73,,7490,4.17
,7492,3.72,,7492,4.18
,7494,3.73,,7494,4.19
,7496,3.72,,7496,4.17
,7498,3.73,,7498,4.18
,7500,3.73,,7500,4.18
,7502,3.72,,7502,4.18
,7504,3.71,,7504,4.17
,7506,3.71,,7506,4.18
,7508,3.73,,7508,4.19
,7510,3.73,,7510,4.19
,7512,3.73,,7512,4.19
,7514,3.73,,7514,4.19
,7516,3.73,,7516,4.18
,7518,3.71,,7518,4.18
,7520,3.73,,7520,4.17
,7522,3.72,,7522,4.19
,7524,3.72,,7524,4.18
,7526,3.72,,7526,4.19
,7528,3.72,,7528,4.19
,7530,3.72,,7530,4.17
,7532,3.73,,7532,4.18
,7534,3.73,,7534,4.18
,7536,3.72,,7536,4.19
,7538,3.72,,7538,4.18
,7540,3.72,,7540,4.18
,7542,3.72,,7542,4.18
,7544,3.73,,7544,4.18
,7546,3.72,,7546,4.18
,7548,3.73,,7548,4.18
,7550,3.73,,7550,4.17
,7552,3.72,,7552,4.18
,7554,3.72,,7554,4.2
,7556,3.72,,7556,4.19
,7558,3.73,,7558,4.18
,7560,3.72,,7560,4.16
,7562,3.72,,7562,4.19
,7564,3.74,,7564,4.18
,7566,3.73,,7566,4.19
,7568,3.73,,7568,4.19
,7570,3.73,,7570,4.19
,7572,3.73,,7572,4.19
,7574,3.73,,7574,4.19
,7576,3.72,,7576,4.19
,7578,3.72,,7578,4.19
,7580,3.74,,7580,4.19
,7582,3.73,,7582,4.19
,7584,3.74,,7584,4.2
,7586,3.75,,7586,4.2
,7588,3.75,,7588,4.19
,7590,3.73,,7590,4.2
,7592,3.73,,7592,4.2
,7594,3.74,,7594,4.18
,7596,3.74,,7596,4.21
,7598,3.73,,7598,4.2
,7600,3.74,,7600,4.18
,7602,3.74,,7602,4.19
,7604,3.74,,7604,4.19
,7606,3.73,,7606,4.18
,7608,3.73,,7608,4.19
,7610,3.73,,7610,4.2
,7612,3.73,,7612,4.19
,7614,3.75,,7614,4.19
,7616,3.75,,7616,4.19
,7618,3.75,,7618,4.19
,7620,3.74,,7620,4.19
,7622,3.74,,7622,4.18
,7624,3.74,,7624,4.2
,7626,3.74,,7626,4.19
,7628,3.74,,7628,4.2
,7630,3.74,,7630,4.19
,7632,3.75,,7632,4.2
,7634,3.75,,7634,4.2
,7636,3.75,,7636,4.2
,7638,3.74,,7638,4.21
,7640,3.74,,7640,4.2
,7642,3.74,,7642,4.2
,7644,3.74,,7644,4.2
,7646,3.74,,7646,4.21
,7648,3.73,,7648,4.21
,7650,3.75,,7650,4.21
,7652,3.73,,7652,4.22
,7654,3.75,,7654,4.2
,7656,3.74,,7656,4.19
,7658,3.73,,7658,4.21
,7660,3.75,,7660,4.21
,7662,3.74,,7662,4.2
,7664,3.74,,7664,4.21
,7666,3.75,,7666,4.2
,7668,3.75,,7668,4.21
,7670,3.75,,7670,4.2
,7672,3.75,,7672,4.2
,7674,3.74,,7674,4.2
,7676,3.75,,7676,4.2
,7678,3.76,,7678,4.2
,7680,3.76,,7680,4.21
,7682,3.76,,7682,4.21
,7684,3.75,,7684,4.2
,7686,3.74,,7686,4.22
,7688,3.74,,7688,4.2
,7690,3.75,,7690,4.21
,7692,3.76,,7692,4.21
,7694,3.76,,7694,4.21
,7696,3.75,,7696,4.21
,7698,3.76,,7698,4.21
,7700,3.75,,7700,4.21
,7702,3.75,,7702,4.21
,7704,3.75,,7704,4.2
,7706,3.75,,7706,4.21
,7708,3.75,,7708,4.21
,7710,3.75,,7710,4.21
,7712,3.76,,7712,4.21
,7714,3.75,,7714,4.21
,7716,3.76,,7716,4.2
,7718,3.76,,7718,4.22
,7720,3.75,,7720,4.22
,7722,3.76,,7722,4.21
,7724,3.76,,7724,4.21
,7726,3.77,,7726,4.21
,7728,3.75,,7728,4.21
,7730,3.76,,7730,4.21
,7732,3.77,,7732,4.22
,7734,3.76,,7734,4.21
,7736,3.76,,7736,4.21
,7738,3.76,,7738,4.21
,7740,3.76,,7740,4.21
,7742,3.76,,7742,4.21
,7744,3.76,,7744,4.2
,7746,3.77,,7746,4.21
,7748,3.77,,7748,4.21
,7750,3.76,,7750,4.21
,7752,3.77,,7752,4.2
,7754,3.76,,7754,4.21
,7756,3.77,,7756,4.21
,7758,3.77,,7758,4.21
,7760,3.77,,7760,4.22
,7762,3.75,,7762,4.23
,7764,3.77,,7764,4.22
,7766,3.78,,7766,4.21
,7768,3.77,,7768,4.22
,7770,3.76,,7770,4.22
,7772,3.77,,7772,4.22
,7774,3.76,,7774,4.23
,7776,3.77,,7776,4.22
,7778,3.77,,7778,4.22
,7780,3.77,,7780,4.22
,7782,3.77,,7782,4.22
,7784,3.77,,7784,4.23
,7786,3.78,,7786,4.23
,7788,3.78,,7788,4.21
,7790,3.77,,7790,4.22
,7792,3.78,,7792,4.2
,7794,3.77,,7794,4.22
,7796,3.77,,7796,4.22
,7798,3.78,,7798,4.21
,7800,3.78,,7800,4.21
,7802,3.78,,7802,4.23
,7804,3.76,,7804,4.22
,7806,3.77,,7806,4.23
,7808,3.77,,7808,4.22
,7810,3.78,,7810,4.22
,7812,3.78,,7812,4.22
,7814,3.76,,7814,4.21
,7816,3.78,,7816,4.22
,7818,3.77,,7818,4.23
,7820,3.79,,7820,4.21
,7822,3.77,,7822,4.23
,7824,3.78,,7824,4.21
,7826,3.77,,7826,4.24
,7828,3.78,,7828,4.23
,7830,3.78,,7830,4.22
,7832,3.78,,7832,4.23
,7834,3.77,,7834,4.22
,7836,3.76,,7836,4.23
,7838,3.78,,7838,4.23
,7840,3.77,,7840,4.23
,7842,3.77,,7842,4.24
,7844,3.77,,7844,4.24
,7846,3.78,,7846,4.24
,7848,3.79,,7848,4.24
,7850,3.79,,7850,4.23
,7852,3.79,,7852,4.24
,7854,3.77,,7854,4.22
,7856,3.78,,7856,4.23
,7858,3.78,,7858,4.24
,7860,3.78,,7860,4.23
,7862,3.8,,7862,4.21
,7864,3.79,,7864,4.22
,7866,3.79,,7866,4.23
,7868,3.79,,7868,4.22
,7870,3.8,,7870,4.22
,7872,3.78,,7872,4.23
,7874,3.79,,7874,4.22
,7876,3.8,,7876,4.23
,7878,3.78,,7878,4.23
,7880,3.79,,7880,4.24
,7882,3.79,,7882,4.23
,7884,3.79,,7884,4.23
,7886,3.8,,7886,4.24
,7888,3.8,,7888,4.23
,7890,3.79,,7890,4.23
,7892,3.8,,7892,4.23
,7894,3.78,,7894,4.24
,7896,3.79,,7896,4.23
,7898,3.79,,7898,4.24
,7900,3.79,,7900,4.25
,7902,3.79,,7902,4.24
,7904,3.8,,7904,4.23
,7906,3.78,,7906,4.25
,7908,3.78,,7908,4.24
,7910,3.79,,7910,4.22
,7912,3.79,,7912,4.23
,7914,3.79,,7914,4.24
,7916,3.78,,7916,4.23
,7918,3.79,,7918,4.23
,7920,3.79,,7920,4.23
,7922,3.79,,7922,4.23
,7924,3.79,,7924,4.22
,7926,3.79,,7926,4.23
,7928,3.78,,7928,4.24
,7930,3.78,,7930,4.23
,7932,3.79,,7932,4.23
,7934,3.79,,7934,4.23
,7936,3.79,,7936,4.24
,7938,3.8,,7938,4.23
,7940,3.79,,7940,4.24
,7942,3.79,,7942,4.25
,7944,3.8,,7944,4.23
,7946,3.8,,7946,4.23
,7948,3.8,,7948,4.24
,7950,3.8,,7950,4.24
,7952,3.81,,7952,4.25
,7954,3.79,,7954,4.25
,7956,3.82,,7956,4.23
,7958,3.81,,7958,4.23
,7960,3.79,,7960,4.23
,7962,3.8,,7962,4.24
,7964,3.8,,7964,4.23
,7966,3.8,,7966,4.24
,7968,3.8,,7968,4.23
,7970,3.8,,7970,4.24
,7972,3.8,,7972,4.24
,7974,3.81,,7974,4.23
,7976,3.8,,7976,4.24
,7978,3.81,,7978,4.23
,7980,3.8,,7980,4.23
,7982,3.8,,7982,4.24
,7984,3.81,,7984,4.25
,7986,3.81,,7986,4.23
,7988,3.8,,7988,4.24
,7990,3.8,,7990,4.24
,7992,3.8,,7992,4.24
,7994,3.8,,7994,4.23
,7996,3.81,,7996,4.25
,7998,3.8,,7998,4.24
,8000,3.81,,8000,4.24
,8002,3.79,,8002,4.25
,8004,3.8,,8004,4.24
,8006,3.8,,8006,4.25
,8008,3.8,,8008,4.25
,8010,3.81,,8010,4.26
,8012,3.81,,8012,4.24
,8014,3.81,,8014,4.25
,8016,3.81,,8016,4.24
,8018,3.81,,8018,4.25
,8020,3.8,,8020,4.24
,8022,3.82,,8022,4.24
,8024,3.81,,8024,4.25
,8026,3.81,,8026,4.24
,8028,3.8,,8028,4.24
,8030,3.81,,8030,4.24
,8032,3.8,,8032,4.24
,8034,3.81,,8034,4.24
,8036,3.82,,8036,4.23
,8038,3.82,,8038,4.24
,8040,3.81,,8040,4.24
,8042,3.81,,8042,4.25
,8044,3.8,,8044,4.24
,8046,3.81,,8046,4.25
,8048,3.81,,8048,4.24
,8050,3.8,,8050,4.24
,8052,3.81,,8052,4.26
,8054,3.81,,8054,4.24
,8056,3.81,,8056,4.24
,8058,3.81,,8058,4.26
,8060,3.81,,8060,4.25
,8062,3.82,,8062,4.25
,8064,3.82,,8064,4.26
,8066,3.82,,8066,4.25
,8068,3.81,,8068,4.25
,8070,3.82,,8070,4.26
,8072,3.82,,8072,4.26
,8074,3.82,,8074,4.25
,8076,3.83,,8076,4.25
,8078,3.82,,8078,4.25
,8080,3.82,,8080,4.26
,8082,3.82,,8082,4.25
,8084,3.82,,8084,4.25
,8086,3.82,,8086,4.26
,8088,3.83,,8088,4.26
,8090,3.82,,8090,4.25
,8092,3.82,,8092,4.26
,8094,3.81,,8094,4.27
,8096,3.81,,8096,4.26
,8098,3.81,,8098,4.26
,8100,3.82,,8100,4.25
,8102,3.84,,8102,4.26
,8104,3.83,,8104,4.26
,8106,3.83,,8106,4.26
,8108,3.83,,8108,4.26
,8110,3.84,,8110,4.26
,8112,3.82,,8112,4.27
,8114,3.83,,8114,4.26
,8116,3.84,,8116,4.27
,8118,3.84,,8118,4.26
,8120,3.83,,8120,4.27
,8122,3.83,,8122,4.27
,8124,3.83,,8124,4.26
,8126,3.83,,8126,4.26
,8128,3.83,,8128,4.26
,8130,3.84,,8130,4.27
,8132,3.83,,8132,4.27
,8134,3.83,,8134,4.25
,8136,3.84,,8136,4.26
,8138,3.84,,8138,4.26
,8140,3.83,,8140,4.27
,8142,3.83,,8142,4.27
,8144,3.83,,8144,4.27
,8146,3.83,,8146,4.27
,8148,3.83,,8148,4.28
,8150,3.83,,8150,4.28
,8152,3.84,,8152,4.26
,8154,3.83,,8154,4.27
,8156,3.84,,8156,4.26
,8158,3.84,,8158,4.26
,8160,3.83,,8160,4.28
,8162,3.84,,8162,4.27
,8164,3.83,,8164,4.27
,8166,3.84,,8166,4.26
,8168,3.83,,8168,4.27
,8170,3.84,,8170,4.27
,8172,3.82,,8172,4.26
,8174,3.85,,8174,4.26
,8176,3.84,,8176,4.27
,8178,3.85,,8178,4.27
,8180,3.84,,8180,4.26
,8182,3.84,,8182,4.26
,8184,3.84,,8184,4.26
,8186,3.86,,8186,4.26
,8188,3.84,,8188,4.26
,8190,3.85,,8190,4.27
,8192,3.85,,8192,4.27
,8194,3.85,,8194,4.28
,8196,3.84,,8196,4.26
,8198,3.84,,8198,4.28
,8200,3.84,,8200,4.27
,8202,3.84,,8202,4.28
,8204,3.85,,8204,4.27
,8206,3.85,,8206,4.28
,8208,3.84,,8208,4.28
,8210,3.85,,8210,4.26
,8212,3.84,,8212,4.26
,8214,3.85,,8214,4.28
,8216,3.84,,8216,4.27
,8218,3.84,,8218,4.26
,8220,3.85,,8220,4.27
,8222,3.85,,8222,4.26
,8224,3.85,,8224,4.26
,8226,3.84,,8226,4.27
,8228,3.85,,8228,4.26
,8230,3.85,,8230,4.27
,8232,3.85,,8232,4.26
,8234,3.85,,8234,4.28
,8236,3.85,,8236,4.26
,8238,3.85,,8238,4.26
,8240,3.85,,8240,4.27
,8242,3.85,,8242,4.27
,8244,3.84,,8244,4.27
,8246,3.85,,8246,4.28
,8248,3.85,,8248,4.27
,8250,3.84,,8250,4.27
,8252,3.86,,8252,4.27
,8254,3.85,,8254,4.27
,8256,3.86,,8256,4.28
,8258,3.86,,8258,4.26
,8260,3.85,,8260,4.28
,8262,3.87,,8262,4.27
,8264,3.85,,8264,4.27
,8266,3.84,,8266,4.27
,8268,3.85,,8268,4.27
,8270,3.85,,8270,4.27
,8272,3.86,,8272,4.27
,8274,3.85,,8274,4.27
,8276,3.84,,8276,4.28
,8278,3.85,,8278,4.28
,8280,3.86,,8280,4.27
,8282,3.85,,8282,4.28
,8284,3.84,,8284,4.29
,8286,3.85,,8286,4.28
,8288,3.86,,8288,4.29
,8290,3.86,,8290,4.28
,8292,3.86,,8292,4.29
,8294,3.86,,8294,4.28
,8296,3.86,,8296,4.29
,8298,3.86,,8298,4.28
,8300,3.86,,8300,4.28
,8302,3.86,,8302,4.27
,8304,3.86,,8304,4.28
,8306,3.86,,8306,4.29
,8308,3.86,,8308,4.29
,8310,3.86,,8310,4.28
,8312,3.86,,8312,4.26
,8314,3.87,,8314,4.27
,8316,3.86,,8316,4.29
,8318,3.85,,8318,4.28
,8320,3.86,,8320,4.28
,8322,3.86,,8322,4.29
,8324,3.87,,8324,4.28
,8326,3.87,,8326,4.29
,8328,3.86,,8328,4.28
,8330,3.87,,8330,4.28
,8332,3.87,,8332,4.28
,8334,3.87,,8334,4.28
,8336,3.88,,8336,4.28
,8338,3.86,,8338,4.29
,8340,3.86,,8340,4.29
,8342,3.87,,8342,4.29
,8344,3.86,,8344,4.29
,8346,3.87,,8346,4.27
,8348,3.86,,8348,4.28
,8350,3.88,,8350,4.28
,8352,3.87,,8352,4.28
,8354,3.86,,8354,4.27
,8356,3.86,,8356,4.29
,8358,3.88,,8358,4.28
,8360,3.88,,8360,4.29
,8362,3.87,,8362,4.29
,8364,3.88,,8364,4.28
,8366,3.86,,8366,4.29
,8368,3.87,,8368,4.29
,8370,3.88,,8370,4.28
,8372,3.87,,8372,4.29
,8374,3.89,,8374,4.29
,8376,3.89,,8376,4.29
,8378,3.88,,8378,4.29
,8380,3.88,,8380,4.29
,8382,3.87,,8382,4.29
,8384,3.88,,8384,4.29
,8386,3.87,,8386,4.29
,8388,3.87,,8388,4.29
,8390,3.89,,8390,4.28
,8392,3.89,,8392,4.28
,8394,3.88,,8394,4.28
,8396,3.88,,8396,4.28
,8398,3.9,,8398,4.3
,8400,3.88,,8400,4.3
,8402,3.87,,8402,4.29
,8404,3.88,,8404,4.29
,8406,3.89,,8406,4.29
,8408,3.89,,8408,4.3
,8410,3.89,,8410,4.29
,8412,3.89,,8412,4.29
,8414,3.9,,8414,4.29
,8416,3.88,,8416,4.29
,8418,3.88,,8418,4.29
,8420,3.89,,8420,4.3
,8422,3.89,,8422,4.3
,8424,3.88,,8424,4.29
,8426,3.89,,8426,4.3
,8428,3.88,,8428,4.29
,8430,3.88,,8430,4.29
,8432,3.89,,8432,4.29
,8434,3.88,,8434,4.3
,8436,3.9,,8436,4.3
,8438,3.89,,8438,4.3
,8440,3.88,,8440,4.3
,8442,3.89,,8442,4.29
,8444,3.89,,8444,4.29
,8446,3.9,,8446,4.29
,8448,3.89,,8448,4.29
,8450,3.9,,8450,4.3
,8452,3.89,,8452,4.29
,8454,3.9,,8454,4.3
,8456,3.89,,8456,4.3
,8458,3.9,,8458,4.3
,8460,3.89,,8460,4.29
,8462,3.9,,8462,4.29
,8464,3.9,,8464,4.3
,8466,3.9,,8466,4.29
,8468,3.9,,8468,4.29
,8470,3.9,,8470,4.31
,8472,3.89,,8472,4.29
,8474,3.89,,8474,4.3
,8476,3.89,,8476,4.32
,8478,3.89,,8478,4.3
,8480,3.89,,8480,4.3
,8482,3.9,,8482,4.3
,8484,3.9,,8484,4.29
,8486,3.9,,8486,4.29
,8488,3.9,,8488,4.29
,8490,3.9,,8490,4.3
,8492,3.89,,8492,4.3
,8494,3.9,,8494,4.3
,8496,3.9,,8496,4.3
,8498,3.9,,8498,4.3
,8500,3.89,,8500,4.3
,8502,3.9,,8502,4.3
,8504,3.91,,8504,4.31
,8506,3.91,,8506,4.3
,8508,3.92,,8508,4.29
,8510,3.9,,8510,4.3
,8512,3.91,,8512,4.3
,8514,3.9,,8514,4.3
,8516,3.91,,8516,4.3
,8518,3.9,,8518,4.32
,8520,3.9,,8520,4.31
,8522,3.91,,8522,4.31
,8524,3.91,,8524,4.31
,8526,3.9,,8526,4.31
,8528,3.91,,8528,4.31
,8530,3.9,,8530,4.31
,8532,3.91,,8532,4.31
,8534,3.9,,8534,4.29
,8536,3.91,,8536,4.3
,8538,3.9,,8538,4.3
,8540,3.9,,8540,4.3
,8542,3.9,,8542,4.31
,8544,3.91,,8544,4.3
,8546,3.91,,8546,4.3
,8548,3.9,,8548,4.3
,8550,3.91,,8550,4.31
,8552,3.9,,8552,4.3
,8554,3.91,,8554,4.31
,8556,3.91,,8556,4.3
,8558,3.9,,8558,4.31
,8560,3.91,,8560,4.31
,8562,3.91,,8562,4.3
,8564,3.9,,8564,4.31
,8566,3.89,,8566,4.3
,8568,3.9,,8568,4.3
,8570,3.9,,8570,4.32
,8572,3.9,,8572,4.32
,8574,3.9,,8574,4.31
,8576,3.9,,8576,4.31
,8578,3.91,,8578,4.3
,8580,3.91,,8580,4.3
,8582,3.92,,8582,4.32
,8584,3.9,,8584,4.31
,8586,3.92,,8586,4.32
,8588,3.91,,8588,4.32
,8590,3.92,,8590,4.3
,8592,3.92,,8592,4.31
,8594,3.92,,8594,4.31
,8596,3.92,,8596,4.31
,8598,3.93,,8598,4.32
,8600,3.93,,8600,4.32
,8602,3.91,,8602,4.31
,8604,3.92,,8604,4.31
,8606,3.92,,8606,4.31
,8608,3.92,,8608,4.32
,8610,3.92,,8610,4.32
,8612,3.92,,8612,4.31
,8614,3.93,,8614,4.31
,8616,3.92,,8616,4.3
,8618,3.92,,8618,4.31
,8620,3.92,,8620,4.32
,8622,3.93,,8622,4.31
,8624,3.94,,8624,4.31
,8626,3.92,,8626,4.32
,8628,3.93,,8628,4.31
,8630,3.94,,8630,4.32
,8632,3.93,,8632,4.33
,8634,3.92,,8634,4.31
,8636,3.92,,8636,4.32
,8638,3.93,,8638,4.31
,8640,3.93,,8640,4.32
,8642,3.93,,8642,4.32
,8644,3.94,,8644,4.32
,8646,3.93,,8646,4.31
,8648,3.92,,8648,4.32
,8650,3.93,,8650,4.32
,8652,3.94,,8652,4.32
,8654,3.92,,8654,4.32
,8656,3.93,,8656,4.33
,8658,3.92,,8658,4.33
,8660,3.92,,8660,4.33
,8662,3.92,,8662,4.32
,8664,3.91,,8664,4.32
,8666,3.93,,8666,4.32
,8668,3.92,,8668,4.33
,8670,3.93,,8670,4.31
,8672,3.94,,8672,4.32
,8674,3.93,,8674,4.33
,8676,3.93,,8676,4.33
,8678,3.93,,8678,4.33
,8680,3.93,,8680,4.32
,8682,3.93,,8682,4.32
,8684,3.93,,8684,4.33
,8686,3.93,,8686,4.32
,8688,3.94,,8688,4.32
,8690,3.94,,8690,4.32
,8692,3.95,,8692,4.33
,8694,3.94,,8694,4.33
,8696,3.94,,8696,4.33
,8698,3.93,,8698,4.33
,8700,3.93,,8700,4.34
,8702,3.93,,8702,4.34
,8704,3.94,,8704,4.33
,8706,3.92,,8706,4.33
,8708,3.94,,8708,4.34
,8710,3.94,,8710,4.33
,8712,3.95,,8712,4.34
,8714,3.95,,8714,4.33
,8716,3.94,,8716,4.33
,8718,3.93,,8718,4.33
,8720,3.95,,8720,4.34
,8722,3.95,,8722,4.33
,8724,3.95,,8724,4.33
,8726,3.95,,8726,4.34
,8728,3.95,,8728,4.33
,8730,3.93,,8730,4.34
,8732,3.94,,8732,4.33
,8734,3.94,,8734,4.34
,8736,3.94,,8736,4.34
,8738,3.95,,8738,4.33
,8740,3.94,,8740,4.33
,8742,3.95,,8742,4.33
,8744,3.94,,8744,4.33
,8746,3.94,,8746,4.33
,8748,3.95,,8748,4.34
,8750,3.93,,8750,4.34
,8752,3.94,,8752,4.33
,8754,3.94,,8754,4.34
,8756,3.95,,8756,4.32
,8758,3.94,,8758,4.33
,8760,3.94,,8760,4.33
,8762,3.95,,8762,4.32
,8764,3.96,,8764,4.33
,8766,3.96,,8766,4.33
,8768,3.95,,8768,4.33
,8770,3.94,,8770,4.33
,8772,3.95,,8772,4.32
,8774,3.95,,8774,4.33
,8776,3.95,,8776,4.33
,8778,3.96,,8778,4.33
,8780,3.96,,8780,4.33
,8782,3.95,,8782,4.32
,8784,3.96,,8784,4.34
,8786,3.96,,8786,4.35
,8788,3.96,,8788,4.33
,8790,3.98,,8790,4.33
,8792,3.97,,8792,4.35
,8794,3.96,,8794,4.34
,8796,3.96,,8796,4.35
,8798,3.95,,8798,4.35
,8800,3.97,,8800,4.34
,8802,3.96,,8802,4.35
,8804,3.96,,8804,4.33
,8806,3.95,,8806,4.34
,8808,3.95,,8808,4.35
,8810,3.96,,8810,4.34
,8812,3.96,,8812,4.34
,8814,3.96,,8814,4.33
,8816,3.96,,8816,4.35
,8818,3.95,,8818,4.35
,8820,3.95,,8820,4.35
,8822,3.96,,8822,4.35
,8824,3.97,,8824,4.33
,8826,3.96,,8826,4.35
,8828,3.96,,8828,4.36
,8830,3.96,,8830,4.35
,8832,3.96,,8832,4.35
,8834,3.96,,8834,4.35
,8836,3.96,,8836,4.35
,8838,3.96,,8838,4.34
,8840,3.96,,8840,4.34
,8842,3.96,,8842,4.34
,8844,3.96,,8844,4.34
,8846,3.96,,8846,4.34
,8848,3.97,,8848,4.34
,8850,3.97,,8850,4.34
,8852,3.96,,8852,4.35
,8854,3.96,,8854,4.34
,8856,3.97,,8856,4.34
,8858,3.97,,8858,4.35
,8860,3.96,,8860,4.35
,8862,3.97,,8862,4.35
,8864,3.97,,8864,4.34
,8866,3.97,,8866,4.35
,8868,3.98,,8868,4.35
,8870,3.97,,8870,4.36
,8872,3.96,,8872,4.36
,8874,3.96,,8874,4.34
,8876,3.97,,8876,4.35
,8878,3.97,,8878,4.35
,8880,3.97,,8880,4.34
,8882,3.97,,8882,4.35
,8884,3.98,,8884,4.34
,8886,3.98,,8886,4.35
,8888,3.97,,8888,4.35
,8890,3.97,,8890,4.33
,8892,3.98,,8892,4.34
,8894,3.97,,8894,4.35
,8896,3.98,,8896,4.35
,8898,3.99,,8898,4.36
,8900,3.99,,8900,4.35
,8902,3.98,,8902,4.35
,8904,3.98,,8904,4.36
,8906,3.98,,8906,4.35
,8908,3.98,,8908,4.35
,8910,3.98,,8910,4.35
,8912,3.99,,8912,4.35
,8914,3.99,,8914,4.34
,8916,3.99,,8916,4.36
